Set_pos_x,Set_pos_y,Set_pos_z,Drone_pos_x,Drone_pos_y,Drone_pos_z,Com_shoulder,Com_elbow,Com_wrist_p,Com_wrist_r,Com_gripper,Manip_shoulder,Manip_elbow,Manip_wrist_p,Manip_wrist_r,Manip_gripper
-0,286 1,600 0,987 -0,405 1,573 0,962 -105 -59 -79 -90 38  
-0,280 1,600 0,983 -0,407 1,569 0,958 -103 -61 -79 -90 38  
-0,267 1,601 0,977 -0,411 1,558 0,949 -102 -62 -79 -90 38  
-0,261 1,602 0,973 -0,412 1,556 0,948 -101 -62 -78 -90 38  
-0,250 1,602 0,968 -0,414 1,545 0,942 -100 -64 -79 -90 38  
-0,240 1,603 0,962 -0,414 1,531 0,935 -99 -64 -78 -90 38  
-0,231 1,603 0,957 -0,413 1,522 0,929 -98 -65 -79 -90 38  
-0,222 1,604 0,952 -0,409 1,511 0,919 -98 -66 -79 -90 38  
-0,211 1,605 0,946 -0,402 1,512 0,899 -97 -66 -78 -90 38  
-0,202 1,605 0,940 -0,402 1,512 0,899 -97 -66 -78 -90 38  
-0,193 1,606 0,935 -0,399 1,516 0,891 -97 -67 -78 -90 38  
-0,184 1,606 0,930 -0,395 1,523 0,879 -97 -67 -78 -90 38  
-0,175 1,607 0,925 -0,388 1,531 0,867 -97 -66 -78 -90 38  
-0,168 1,607 0,921 -0,388 1,531 0,867 -97 -66 -78 -90 38  
-0,157 1,608 0,914 -0,383 1,538 0,861 -97 -66 -78 -90 38  
-0,148 1,608 0,909 -0,380 1,540 0,861 -97 -66 -78 -90 38  
-0,139 1,609 0,904 -0,376 1,544 0,862 -97 -66 -78 -90 38  
-0,131 1,609 0,899 -0,373 1,545 0,863 -97 -66 -78 -90 38  
-0,120 1,610 0,893 -0,366 1,549 0,870 -97 -67 -78 -90 38  
-0,111 1,610 0,888 -0,362 1,550 0,874 -97 -67 -78 -90 38  
-0,102 1,611 0,882 -0,359 1,551 0,878 -96 -67 -78 -90 38  
-0,092 1,612 0,877 -0,357 1,552 0,881 -96 -67 -78 -90 38  
